Name der Größe,Max. Remotespeicherdatenträger (Menge),Maximale Bandbreite (Mbps),Lokale SSD (Menge),Max. temporäre Speicherdatenträger (Menge),Spitzenfrequenz für alle Kerne (GHz),SSD Premium-Burst1-IOPS ohne Zwischenspeicherung,Nicht zwischengespeicherter Storage Burst1Speed (MBps),Basis-CPU-Leistung der VM (%)1,SSD Premium-Burstdurchsatz (MB/s)1ohne Zwischenspeicherung,SSD Premium-Datenträger-IOPS ohne Zwischenspeicherung,ReadWrite-Geschwindigkeit (MBit/s) des temporären Datenträgers,Disk Ultra- und SSD Premium v2-Durchsatz (MB/s) ohne Zwischenspeicherung,Temporärer Speicher (SSD): GiB,Nicht zwischengespeicherte Speicher-IOPS,Größe der lokalen SSD (GB),Maximaler temporärer Speicherdurchsatz: IOPS/MB/s,Maximalernicht zwischengespeicherter Disk Ultra- und SSD Premium V2-Datenträgerdurchsatz: IOPS/MBit/s,Disk Ultra- und SSD Premium v2-IOPS ohne Burstzwischenspeicherung1,Arbeitsspeicher (GiB),Disk Ultra- und SSD Premium v2-Durchsatz ohne Zwischenspeicherung (MB/s),NVMe-Datenträgergröße (TiB),vCPU,Basis-CPU-Frequenz (GHz),Größe des Betriebssystemdatenträgers (GB),Burstdatenträgerdurchsatz ohne Cache: IOPS/MBit/s1,Maximaler Burstdurchsatz bei SSD Premium-Datenträgern ohne Cache: IOPS/MBit/s,RDMA-Leistung (GB/s),NVMe-Datenträgergröße (TB),Arbeitsspeicher (GB),Anfängliches Guthaben (Menge),Maximale Netzwerkbandbreite (MB/s),Maximaler Durchsatz bei SSD Premium-Datenträgern ohne Cache: IOPS/MBit/s,Nicht zwischengespeicherter Storage Burst1IOPS,Nicht zwischengespeicherte Datenträgergeschwindigkeit (MBit/s),Disk Ultra- und SSD Premium v2-Durchsatz (MB/s) ohne Burstzwischenspeicherung1,Max. Netzwerkbandbreite (MBit/s),Maximaler nicht zwischengespeicherter Disk Ultra- und SSD Premium V2-Datenträgerdurchsatz: IOPS/MBit/s,NVMe-Datenträgerdurchsatz (MB/s),Burstdurchsatz für Cache- und temporären Speicher: IOPS/MBit/s1,Temporäre Datenträgergröße (GiB),Maximaler temporärer Speicherdurchsatz: IOPS/MBit/s*,Maximaler SSD Premium-Durchsatz ohne Cache: IOPS/MBit/s,NVMe-Datenträger-IOPS,Nicht zwischengespeicherte Datenträger-IOPS,Maximaler Durchsatz des Datenträgers ohne Cache: IOPS/MB/s,Nicht zwischengespeicherte Speichergeschwindigkeit (MBps),Netzwerkbandbreite,ReadOnly-IOPS des temporären Datenträgers,Nicht zwischengespeicherter Special2Storage IOPS,Temp ReadOnly Storage Speed (MBps),Max. Anzahl Datenträger,vCPUs (Anzahl),Maximaler Burst-Datenträgerdurchsatz ohne Cache: IOPS/MBit/s,Random Read1-Durchsatz (MB/s) des temporären Datenträgers,ReadOnly-Geschwindigkeit (MBit/s) des temporären Datenträgers,Maximaler temporärer Speicherdurchsatz: IOPS/MB/s*,Nicht zwischengespeicherter Special2Storage-Geschwindigkeit (MBps),Temp ReadWrite Storage Speed (MBps),Erwartete ausgehende Netzwerkbandbreite (MBit/s),Arbeitsspeicher der Beschleuniger (GB),Random Read-Durchsatz (MB/s)1des temporären Datenträgers,Größe des temporären Datenträgers (GB),vCPUs (Menge),Max Temp Storage (Menge),Max. Remotespeicher (Menge),Maximaler Durchsatz (Cache und temporärer Speicher): IOPS/MBit/s,Maximaler nicht zwischengespeicherterSSD Premium-Durchsatz: IOPS/MBit/s,Max. gebildetes Guthaben (Menge),Nicht zwischengespeicherter Burst1Special2Storage IOPS,Maximalernicht zwischengespeicherterSSD Premium-Durchsatz: IOPS/MBit/s,Speicherbandbreite (GB/s),SSD Premium-Burst-IOPS1ohne Zwischenspeicherung,Maximale Anzahl NICs,Maximaler Durchsatz (temporärer Speicher): IOPS/MBit/s,Memory: GiB,Max. NICs (Anzahl),Beschleuniger (Anzahl),Arbeitsspeicherbandbreite (GB/s),Maximaler Durchsatz des temporären Datenträgers in IOPS/MBit/s,Disk Ultra- und SSD Premium v2-IOPS ohne Zwischenspeicherung,Temp ReadWrite Storage IOPS,Random Write1-Durchsatz (MB/s) des temporären Datenträgers,SSD Premium-Burst1-Durchsatz ohne Zwischenspeicherung (MB/s),Max. Bandbreite (MBit/s),Random Write (RW) des temporären Datenträgers1– IOPS,Maximaler Burst nicht zwischengespeicherter Disk Ultra- und SSD Premium V2-Datenträgerdurchsatz: IOPS/MBit/s,RAM (GiB),Temp ReadOnly Storage IOPS,Temporäre Speichergröße (GiB),ReadWrite-IOPS des temporären Datenträgers,EPC-Arbeitsspeicher (GiB),SSD Premium-Burst1Durchsatz ohne Zwischenspeicherung (MB/s),Spitzenfrequenz für Einzelkern (GHz),SSD Premium-Durchsatz (MB/s) ohne Zwischenspeicherung,Kerne (Anzahl),Random Read (RR) des temporären Datenträgers1– IOPS,Maximaler Durchsatz des Datenträgers ohne Cache: IOPS/MBit/s,Guthabenbildung/Stunde (Menge),EPC-Speicher (MiB),Nicht zwischengespeicherte Burst1Special Storage-Geschwindigkeit (MBps),SSD Premium-Durchsatz ohne Zwischenspeicherung (MB/s),Maximale Netzwerkbandbreite (MBit/s),Maximaler nicht zwischengespeicherter Disk Ultra- und SSD Premium V2-Datenträgerdurchsatz: IOPS/MBps,Max. NVMe-Datenträger (Anzahl)
Standard_D48ads_v6,32,,,6,,,,,2550,86400,,2160,,,,,,90000,,,,,,,,,,,192,,28000,,,,2550,,,,,440,,,,,,,,,,,,48,,4320,,,,,,,,,,,,,,,,,,90000,,,,8,,,,86400,,,,,,,,,,,,,,2160,,900000,,,,,,,,
Standard_D64ads_v6,32,,,4,,,,,3400,115.200,,2880,,,,,,120000,,,,,,,,,,,256,,36000,,,,3400,,,,,880,,,,,,,,,,,,64,,5760,,,,,,,,,,,,,,,,,,120000,,,,8,,,,115.200,,,,,,,,,,,,,,2880,,1200000,,,,,,,,
Standard_D96ads_v6,32,,,6,,,,,5090,175.000,,4320,,,,,,175.000,,,,,,,,,,,384,,40.000,,,,5090,,,,,880,,,,,,,,,,,,96,,8640,,,,,,,,,,,,,,,,,,175.000,,,,8,,,,175.000,,,,,,,,,,,,,,4320,,1800000,,,,,,,,
Standard_D2als_v6,4,,,,,,,,1250,4000,,90,,,,,,20000,,,,,,,,,,,4,,,,,,1250,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,20000,,,,2,,,,4000,,,,,,,,,,,,,,90,,,,,,,,12500,,
Standard_D4als_v6,8,,,,,,,,1250,7600,,180,,,,,,20000,,,,,,,,,,,8,,,,,,1250,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,20000,,,,2,,,,7600,,,,,,,,,,,,,,180,,,,,,,,12500,,
Standard_D8als_v6,16,,,,,,,,1250,15200,,360,,,,,,20000,,,,,,,,,,,16,,,,,,1250,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,20000,,,,4,,,,15200,,,,,,,,,,,,,,360,,,,,,,,12500,,
Standard_D16als_v6,32,,,,,,,,1250,30400,,720,,,,,,40.000,,,,,,,,,,,32,,,,,,1250,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,40.000,,,,8,,,,30400,,,,,,,,,,,,,,720,,,,,,,,16000,,
Standard_D32als_v6,32,,,,,,,,1.700,57.600,,1440,,,,,,80.000,,,,,,,,,,,64,,,,,,1.700,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,80.000,,,,8,,,,57.600,,,,,,,,,,,,,,1440,,,,,,,,20000,,
Standard D48als_v6,32,,,,,,,,2550,86400,,2160,,,,,,90000,,,,,,,,,,,96,,,,,,2550,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,90000,,,,8,,,,86400,,,,,,,,,,,,,,2160,,,,,,,,28000,,
Standard_D64als_v6,32,,,,,,,,3400,115.200,,2880,,,,,,120000,,,,,,,,,,,128,,,,,,3400,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,120000,,,,8,,,,115.200,,,,,,,,,,,,,,2880,,,,,,,,36000,,
Standard_D96als_v6,32,,,,,,,,5090,175.000,,4320,,,,,,175.000,,,,,,,,,,,192,,,,,,5090,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,175.000,,,,8,,,,175.000,,,,,,,,,,,,,,4320,,,,,,,,40.000,,
Standard_D2alds_v6,4,,,1,,,,,1250,4000,,90,,,,,,20000,,,,,,,,,,,4,,12500,,,,1250,,,,,110,,,,,,,,,,,,2,,180,,,,,,,,,,,,,,,,,,20000,,,,2,,,,4000,,,,,,,,,,,,,,90,,37500,,,,,,,,
Standard_D4alds_v6,8,,,1,,,,,1250,7600,,180,,,,,,20000,,,,,,,,,,,8,,12500,,,,1250,,,,,220,,,,,,,,,,,,4,,360,,,,,,,,,,,,,,,,,,20000,,,,2,,,,7600,,,,,,,,,,,,,,180,,75.000,,,,,,,,
Standard_D8alds_v6,16,,,1,,,,,1250,15200,,360,,,,,,20000,,,,,,,,,,,16,,12500,,,,1250,,,,,440,,,,,,,,,,,,8,,720,,,,,,,,,,,,,,,,,,20000,,,,4,,,,15200,,,,,,,,,,,,,,360,,150000,,,,,,,,
Standard_D16alds_v6,32,,,2,,,,,1250,30400,,720,,,,,,40.000,,,,,,,,,,,32,,16000,,,,1250,,,,,440,,,,,,,,,,,,16,,1440,,,,,,,,,,,,,,,,,,40.000,,,,8,,,,30400,,,,,,,,,,,,,,720,,300000,,,,,,,,
Standard_D32alds_v6,32,,,4,,,,,1.700,57.600,,1440,,,,,,80.000,,,,,,,,,,,64,,20000,,,,1.700,,,,,440,,,,,,,,,,,,32,,2880,,,,,,,,,,,,,,,,,,80.000,,,,8,,,,57.600,,,,,,,,,,,,,,1440,,600000,,,,,,,,
Standard_D48alds_v6,32,,,6,,,,,2550,86400,,2160,,,,,,90000,,,,,,,,,,,96,,28000,,,,2550,,,,,440,,,,,,,,,,,,48,,4320,,,,,,,,,,,,,,,,,,90000,,,,8,,,,86400,,,,,,,,,,,,,,2160,,900000,,,,,,,,
Standard_D64alds_v6,32,,,4,,,,,3400,115.200,,2880,,,,,,120000,,,,,,,,,,,128,,36000,,,,3400,,,,,880,,,,,,,,,,,,64,,5760,,,,,,,,,,,,,,,,,,120000,,,,8,,,,115.200,,,,,,,,,,,,,,2880,,1200000,,,,,,,,
Standard_D96alds_v6,32,,,6,,,,,5090,175.000,,4320,,,,,,175.000,,,,,,,,,,,192,,40.000,,,,5090,,,,,880,,,,,,,,,,,,96,,8640,,,,,,,,,,,,,,,,,,175.000,,,,8,,,,175.000,,,,,,,,,,,,,,4320,,1800000,,,,,,,,
Standard_D2ps_v6,,,,,,,1250,,,,,,,3750,,,,,8,,,,,,,,,,,,,,10000,,,,,,,,,,,,,106,,,4163,,,,,,,,124,,,,,,2,,8,,,,11100,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1.463,,12500,,
Standard_D4ps_v6,,,,,,,1250,,,,,,,6400,,,,,16,,,,,,,,,,,,,,20000,,,,,,,,,,,,,212,,,8333,,,,,,,,248,,,,,,4,,12,,,,26040,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1.463,,12500,,
Standard_D8ps_v6,,,,,,,1250,,,,,,,12800,,,,,32,,,,,,,,,,,,,,20000,,,,,,,,,,,,,424,,,16666,,,,,,,,496,,,,,,8,,24,,,,26040,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,1.463,,15000,,
Standard_D16ps_v6,,,,,,,1250,,,,,,,25600,,,,,64,,,,,,,,,,,,,,40.000,,,,,,,,,,,,,848,,,33331,,,,,,,,992,,,,,,16,,48,,,,52080,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,1.463,,15000,,
Standard_D32ps_v6,,,,,,,2.000,,,,,,,51.200,,,,,128,,,,,,,,,,,,,,80.000,,,,,,,,,,,,,16 %,,,66662,,,,,,,,1984,,,,,,32,,64,,,,104160,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,2340,,20000,,
Standard_D48ps_v6,,,,,,,3000,,,,,,,76800,,,,,192,,,,,,,,,,,,,,80.000,,,,,,,,,,,,,2544,,,99994,,,,,,,,2976,,,,,,48,,64,,,,104160,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,3510,,30.000,,
Standard_D64ps_v6,,,,,,,3392,,,,,,,102400,,,,,256,,,,,,,,,,,,,,102400,,,,,,,,,,,,,3392,,,133325,,,,,,,,3969,,,,,,64,,64,,,,133325,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,4680,,40.000,,
Standard_D96ps_v6,,,,,,,5000,,,,,,,153600,,,,,384,,,,,,,,,,,,,,153600,,,,,,,,,,,,,5000,,,199987,,,,,,,,5850,,,,,,96,,64,,,,199987,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,5953,,60000,,
Standard_D2pds_v6,,,,,,,1250,,,,,,,3750,,,,,8,,,,,,,,,,,,,,10000,,,,,,,,,,,,,106,,,4163,180,,,,,,,124,90,,,,,2,1,8,,,,11100,,,,,,,2,,,,,15000,,,,,,,37500,110,,,,,,,,,,,1.463,,12500,,
Standard_D4pds_v6,,,,,,,1250,,,,,,,6400,,,,,16,,,,,,,,,,,,,,20000,,,,,,,,,,,,,212,,,8333,360,,,,,,,248,180,,,,,4,1,12,,,,26040,,,,,,,2,,,,,30.000,,,,,,,75.000,220,,,,,,,,,,,1.463,,12500,,
Standard_D8pds_v6,,,,,,,1250,,,,,,,12800,,,,,32,,,,,,,,,,,,,,20000,,,,,,,,,,,,,424,,,16666,720,,,,,,,496,360,,,,,8,1,24,,,,26040,,,,,,,4,,,,,60000,,,,,,,150000,440,,,,,,,,,,,1.463,,15000,,
Standard_D16pds_v6,,,,,,,1250,,,,,,,25600,,,,,64,,,,,,,,,,,,,,40.000,,,,,,,,,,,,,848,,,33331,1440,,,,,,,992,720,,,,,16,2,48,,,,52080,,,,,,,8,,,,,120000,,,,,,,300000,440,,,,,,,,,,,1.463,,15000,,
Standard_D32pds_v6,,,,,,,2.000,,,,,,,51.200,,,,,128,,,,,,,,,,,,,,80.000,,,,,,,,,,,,,16 %,,,66662,2880,,,,,,,1984,1440,,,,,32,4,64,,,,104160,,,,,,,8,,,,,240000,,,,,,,600000,440,,,,,,,,,,,2340,,20000,,
Standard_D48pds_v6,,,,,,,3000,,,,,,,76800,,,,,192,,,,,,,,,,,,,,80.000,,,,,,,,,,,,,2544,,,99994,4320,,,,,,,2976,2160,,,,,48,6,64,,,,104160,,,,,,,8,,,,,360000,,,,,,,900000,440,,,,,,,,,,,3510,,30.000,,
Standard_D64pds_v6,,,,,,,3392,,,,,,,102400,,,,,256,,,,,,,,,,,,,,102400,,,,,,,,,,,,,3392,,,133325,5760,,,,,,,3969,2880,,,,,64,4,64,,,,133325,,,,,,,8,,,,,480000,,,,,,,1200000,880,,,,,,,,,,,4680,,40.000,,
Standard_D96pds_v6,,,,,,,5000,,,,,,,153600,,,,,384,,,,,,,,,,,,,,153600,,,,,,,,,,,,,5000,,,199987,8640,,,,,,,5850,4320,,,,,96,6,64,,,,199987,,,,,,,8,,,,,720000,,,,,,,1800000,880,,,,,,,,,,,5953,,60000,,
Standard_D2pls_v6,,,,,,,1250,,,,,,,3750,,,,,4,,,,,,,,,,,,,,10000,,,,,,,,,,,,,106,,,4163,,,,,,,,124,,,,,,2,,8,,,,11100,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1.463,,12500,,
Standard_D4pls_v6,,,,,,,1250,,,,,,,6400,,,,,8,,,,,,,,,,,,,,20000,,,,,,,,,,,,,212,,,8333,,,,,,,,248,,,,,,4,,12,,,,26040,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1.463,,12500,,
Standard_D8pls_v6,,,,,,,1250,,,,,,,12800,,,,,16,,,,,,,,,,,,,,20000,,,,,,,,,,,,,424,,,16666,,,,,,,,496,,,,,,8,,24,,,,26040,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,1.463,,15000,,
Standard_D16pls_v6,,,,,,,1250,,,,,,,25600,,,,,32,,,,,,,,,,,,,,40.000,,,,,,,,,,,,,848,,,33331,,,,,,,,992,,,,,,16,,48,,,,52080,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,1.463,,15000,,
Standard_D32pls_v6,,,,,,,2.000,,,,,,,51.200,,,,,64,,,,,,,,,,,,,,80.000,,,,,,,,,,,,,16 %,,,66662,,,,,,,,1984,,,,,,32,,64,,,,104160,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,2340,,20000,,
Standard_D48pls_v6,,,,,,,3000,,,,,,,76800,,,,,96,,,,,,,,,,,,,,80.000,,,,,,,,,,,,,2544,,,99994,,,,,,,,2976,,,,,,48,,64,,,,104160,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,3510,,30.000,,
Standard_D64pls_v6,,,,,,,3392,,,,,,,102400,,,,,128,,,,,,,,,,,,,,102400,,,,,,,,,,,,,3392,,,133325,,,,,,,,3969,,,,,,64,,64,,,,133325,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,4680,,40.000,,
Standard_D96pls_v6,,,,,,,5000,,,,,,,153600,,,,,192,,,,,,,,,,,,,,153600,,,,,,,,,,,,,5000,,,199987,,,,,,,,5850,,,,,,96,,64,,,,199987,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,5953,,60000,,
Standard_D2plds_v6,,,,,,,1250,,,,,,,3750,,,,,4,,,,,,,,,,,,,,10000,,,,,,,,,,,,,106,,,4163,180,,,,,,,124,90,,,,,2,1,8,,,,11100,,,,,,,2,,,,,15000,,,,,,,37500,110,,,,,,,,,,,1.463,,12500,,
Standard_D4plds_v6,,,,,,,1250,,,,,,,6400,,,,,8,,,,,,,,,,,,,,20000,,,,,,,,,,,,,212,,,8333,360,,,,,,,248,180,,,,,4,1,12,,,,26040,,,,,,,2,,,,,30.000,,,,,,,75.000,220,,,,,,,,,,,1.463,,12500,,
Standard_D8plds_v6,,,,,,,1250,,,,,,,12800,,,,,16,,,,,,,,,,,,,,20000,,,,,,,,,,,,,424,,,16666,720,,,,,,,496,360,,,,,8,1,24,,,,26040,,,,,,,4,,,,,60000,,,,,,,150000,440,,,,,,,,,,,1.463,,15000,,
Standard_D16plds_v6,,,,,,,1250,,,,,,,25600,,,,,32,,,,,,,,,,,,,,40.000,,,,,,,,,,,,,848,,,33331,1440,,,,,,,992,720,,,,,16,2,48,,,,52080,,,,,,,8,,,,,120000,,,,,,,300000,440,,,,,,,,,,,1.463,,15000,,
Standard_D32plds_v6,,,,,,,2.000,,,,,,,51.200,,,,,64,,,,,,,,,,,,,,80.000,,,,,,,,,,,,,16 %,,,66662,2880,,,,,,,1984,1440,,,,,32,4,64,,,,104160,,,,,,,8,,,,,240000,,,,,,,600000,440,,,,,,,,,,,2340,,20000,,
Standard_D48plds_v6,,,,,,,3000,,,,,,,76800,,,,,96,,,,,,,,,,,,,,80.000,,,,,,,,,,,,,2544,,,99994,4320,,,,,,,2976,2160,,,,,48,6,64,,,,104160,,,,,,,8,,,,,360000,,,,,,,900000,440,,,,,,,,,,,3510,,30.000,,
Standard_D64plds_v6,,,,,,,3392,,,,,,,102400,,,,,128,,,,,,,,,,,,,,102400,,,,,,,,,,,,,3392,,,133325,5760,,,,,,,3969,2880,,,,,64,4,64,,,,133325,,,,,,,8,,,,,480000,,,,,,,1200000,880,,,,,,,,,,,4680,,40.000,,
Standard_D96plds_v6,,,,,,,5000,,,,,,,153600,,,,,192,,,,,,,,,,,,,,153600,,,,,,,,,,,,,5000,,,199987,8640,,,,,,,5850,4320,,,,,96,6,64,,,,199987,,,,,,,8,,,,,720000,,,,,,,1800000,880,,,,,,,,,,,5953,,60000,,
Standard_D2_v5,4,,,,,10000,,,,3750,,,,,,,,,,,,,,,,,,,8,,12500,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1200,,,,,,,,,,,,,,,,,,85,,,
Standard_D4_v5,8,,,,,20000,,,,6400,,,,,,,,,,,,,,,,,,,16,,12500,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1200,,,,,,,,,,,,,,,,,,145,,,
Standard_D8_v5,16,,,,,20000,,,,12800,,,,,,,,,,,,,,,,,,,32,,12500,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,1200,,,,,,,,,,,,,,,,,,290,,,
Standard_D16_v5,32,,,,,40.000,,,,25600,,,,,,,,,,,,,,,,,,,64,,12500,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,1200,,,,,,,,,,,,,,,,,,600,,,
Standard_D32_v5,32,,,,,80.000,,,,51.200,,,,,,,,,,,,,,,,,,,128,,16000,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,2.000,,,,,,,,,,,,,,,,,,865,,,
Standard_D48_v5,32,,,,,80.000,,,,76800,,,,,,,,,,,,,,,,,,,192,,24.000,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,3000,,,,,,,,,,,,,,,,,,1315,,,
Standard_D64_v5,32,,,,,80.000,,,,80.000,,,,,,,,,,,,,,,,,,,256,,30.000,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,3000,,,,,,,,,,,,,,,,,,1735,,,
Standard_D96_v5,32,,,,,80.000,,,,80.000,,,,,,,,,,,,,,,,,,,384,,35000,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,4000,,,,,,,,,,,,,,,,,,2600,,,
Standard_D2s_v5,4,,,,,10000,,,,3750,,,,,,,,,,,,,,,,,,,8,,12500,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1200,,,,,,,,,,,,,,,,,,85,,,
Standard_D4s_v5,8,,,,,20000,,,,6400,,,,,,,,,,,,,,,,,,,16,,12500,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1200,,,,,,,,,,,,,,,,,,145,,,
Standard_D8s_v5,16,,,,,20000,,,,12800,,,,,,,,,,,,,,,,,,,32,,12500,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,1200,,,,,,,,,,,,,,,,,,290,,,
Standard_D16s_v5,32,,,,,40.000,,,,25600,,,,,,,,,,,,,,,,,,,64,,12500,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,1200,,,,,,,,,,,,,,,,,,600,,,
Standard_D32s_v5,32,,,,,80.000,,,,51.200,,,,,,,,,,,,,,,,,,,128,,16000,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,2.000,,,,,,,,,,,,,,,,,,865,,,
Standard_D48s_v5,32,,,,,80.000,,,,76800,,,,,,,,,,,,,,,,,,,192,,24.000,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,3000,,,,,,,,,,,,,,,,,,1315,,,
Standard_D64s_v5,32,,,,,80.000,,,,80.000,,,,,,,,,,,,,,,,,,,256,,30.000,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,3000,,,,,,,,,,,,,,,,,,1735,,,
Standard_D96s_v5,32,,,,,80.000,,,,80.000,,,,,,,,,,,,,,,,,,,384,,35000,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,4000,,,,,,,,,,,,,,,,,,2600,,,
Standard_D2d_v5,4,,,1,,10000,,,,3750,,,,,,,,,,,,,,,,,,,8,,12500,,,,,,,,,75,,,,,,,,,,,,2,,125,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1200,,,,,,,,,,,,,9000,,,,,85,,,
Standard_D4d_v5,8,,,1,,20000,,,,6400,,,,,,,,,,,,,,,,,,,16,,12500,,,,,,,,,150,,,,,,,,,,,,4,,250,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1200,,,,,,,,,,,,,19000,,,,,145,,,
Standard_D8d_v5,16,,,1,,20000,,,,12800,,,,,,,,,,,,,,,,,,,32,,12500,,,,,,,,,300,,,,,,,,,,,,8,,500,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,1200,,,,,,,,,,,,,38.000,,,,,290,,,
Standard_D16d_v5,32,,,1,,40.000,,,,25600,,,,,,,,,,,,,,,,,,,64,,12500,,,,,,,,,600,,,,,,,,,,,,16,,1.000,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,1200,,,,,,,,,,,,,75.000,,,,,600,,,
Standard_D32d_v5,32,,,1,,80.000,,,,51.200,,,,,,,,,,,,,,,,,,,128,,16000,,,,,,,,,1200,,,,,,,,,,,,32,,2.000,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,2.000,,,,,,,,,,,,,150000,,,,,865,,,
Standard_D48d_v5,32,,,1,,80.000,,,,76800,,,,,,,,,,,,,,,,,,,192,,24.000,,,,,,,,,1800,,,,,,,,,,,,48,,3000,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,3000,,,,,,,,,,,,,225.000,,,,,1315,,,
Standard_D64d_v5,32,,,1,,80.000,,,,80.000,,,,,,,,,,,,,,,,,,,256,,30.000,,,,,,,,,2400,,,,,,,,,,,,64,,4000,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,3000,,,,,,,,,,,,,300000,,,,,1735,,,
Standard_D96d_v5,32,,,1,,80.000,,,,80.000,,,,,,,,,,,,,,,,,,,384,,35000,,,,,,,,,3600,,,,,,,,,,,,96,,4000,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,4000,,,,,,,,,,,,,450.000,,,,,2600,,,
Standard_D2ds_v5,4,,,1,,10000,,,,3750,,,,,,,,,,,,,,,,,,,8,,12500,,,,,,,,,75,,,,,,,,,,,,2,,125,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1200,,,,,,,,,,,,,9000,,,,,85,,,
Standard_D4ds_v5,8,,,1,,20000,,,,6400,,,,,,,,,,,,,,,,,,,16,,12500,,,,,,,,,150,,,,,,,,,,,,4,,250,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1200,,,,,,,,,,,,,19000,,,,,145,,,
Standard_D8ds_v5,16,,,1,,20000,,,,12800,,,,,,,,,,,,,,,,,,,32,,12500,,,,,,,,,300,,,,,,,,,,,,8,,500,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,1200,,,,,,,,,,,,,38.000,,,,,290,,,
Standard_D16ds_v5,32,,,1,,40.000,,,,25600,,,,,,,,,,,,,,,,,,,64,,12500,,,,,,,,,600,,,,,,,,,,,,16,,1.000,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,1200,,,,,,,,,,,,,75.000,,,,,600,,,
Standard_D32ds_v5,32,,,1,,80.000,,,,51.200,,,,,,,,,,,,,,,,,,,128,,16000,,,,,,,,,1200,,,,,,,,,,,,32,,2.000,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,2.000,,,,,,,,,,,,,150000,,,,,865,,,
Standard_D48ds_v5,32,,,1,,80.000,,,,76800,,,,,,,,,,,,,,,,,,,192,,24.000,,,,,,,,,1800,,,,,,,,,,,,48,,3000,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,3000,,,,,,,,,,,,,225.000,,,,,1315,,,
