Name der Größe,vCPUs (Anzahl),Random Write (RW) des temporären Datenträgers1– IOPS,Maximaler temporärer Speicherdurchsatz: IOPS/MB/s*,Disk Ultra- und SSD Premium v2-Durchsatz ohne Zwischenspeicherung (MB/s),Maximaler nicht zwischengespeicherter Disk Ultra- und SSD Premium V2-Datenträgerdurchsatz: IOPS/MBit/s,Maximaler nicht zwischengespeicherterSSD Premium-Durchsatz: IOPS/MBit/s,Maximale Netzwerkbandbreite (MBit/s),SSD Premium-Durchsatz (MB/s) ohne Zwischenspeicherung,Arbeitsspeicherbandbreite (GB/s),Max. Bandbreite (MBit/s),Random Read1-Durchsatz (MB/s) des temporären Datenträgers,Temporäre Datenträgergröße (GiB),SSD Premium-Durchsatz ohne Zwischenspeicherung (MB/s),Lokale SSD (Menge),vCPUs (Menge),RDMA-Leistung (GB/s),Spitzenfrequenz für alle Kerne (GHz),Maximaler temporärer Speicherdurchsatz: IOPS/MB/s,Random Read-Durchsatz (MB/s)1des temporären Datenträgers,Burstdatenträgerdurchsatz ohne Cache: IOPS/MBit/s1,Größe des Betriebssystemdatenträgers (GB),Größe des temporären Datenträgers (GB),EPC-Arbeitsspeicher (GiB),Netzwerkbandbreite,Anfängliches Guthaben (Menge),Maximaler temporärer Speicherdurchsatz: IOPS/MBit/s*,SSD Premium-Burst1-IOPS ohne Zwischenspeicherung,Disk Ultra- und SSD Premium v2-Durchsatz (MB/s) ohne Burstzwischenspeicherung1,Max. NICs (Anzahl),Maximaler Burst nicht zwischengespeicherter Disk Ultra- und SSD Premium V2-Datenträgerdurchsatz: IOPS/MBit/s,Arbeitsspeicher der Beschleuniger (GB),Disk Ultra- und SSD Premium v2-IOPS ohne Zwischenspeicherung,vCPU,Disk Ultra- und SSD Premium v2-IOPS ohne Burstzwischenspeicherung1,SSD Premium-Burstdurchsatz (MB/s)1ohne Zwischenspeicherung,Basis-CPU-Frequenz (GHz),Größe der lokalen SSD (GB),Maximaler Durchsatz (temporärer Speicher): IOPS/MBit/s,Temp ReadOnly Storage IOPS,Maximaler Burstdurchsatz bei SSD Premium-Datenträgern ohne Cache: IOPS/MBit/s,Erwartete ausgehende Netzwerkbandbreite (MBit/s),NVMe-Datenträgergröße (TiB),Memory: GiB,NVMe-Datenträger-IOPS,Disk Ultra- und SSD Premium v2-Durchsatz (MB/s) ohne Zwischenspeicherung,Maximaler Durchsatz (Cache und temporärer Speicher): IOPS/MBit/s,Kerne (Anzahl),Spitzenfrequenz für Einzelkern (GHz),Max. Remotespeicher (Menge),Max. Netzwerkbandbreite (MBit/s),ReadOnly-IOPS des temporären Datenträgers,Maximaler Durchsatz des temporären Datenträgers in IOPS/MBit/s,Maximaler Durchsatz des Datenträgers ohne Cache: IOPS/MB/s,SSD Premium-Burst-IOPS1ohne Zwischenspeicherung,Maximaler nicht zwischengespeicherter Disk Ultra- und SSD Premium V2-Datenträgerdurchsatz: IOPS/MBps,Basis-CPU-Leistung der VM (%)1,Nicht zwischengespeicherter Special2Storage IOPS,Arbeitsspeicher (GiB),Nicht zwischengespeicherter Burst1Special2Storage IOPS,EPC-Speicher (MiB),Maximaler Burst-Datenträgerdurchsatz ohne Cache: IOPS/MBit/s,ReadWrite-IOPS des temporären Datenträgers,Beschleuniger (Anzahl),NVMe-Datenträgerdurchsatz (MB/s),Temp ReadOnly Storage Speed (MBps),Speicherbandbreite (GB/s),Maximale Netzwerkbandbreite (MB/s),Nicht zwischengespeicherte Burst1Special Storage-Geschwindigkeit (MBps),Temporäre Speichergröße (GiB),Random Write1-Durchsatz (MB/s) des temporären Datenträgers,Nicht zwischengespeicherter Storage Burst1IOPS,RAM (GiB),Burstdurchsatz für Cache- und temporären Speicher: IOPS/MBit/s1,Nicht zwischengespeicherte Datenträger-IOPS,ReadOnly-Geschwindigkeit (MBit/s) des temporären Datenträgers,Nicht zwischengespeicherte Speichergeschwindigkeit (MBps),Maximalernicht zwischengespeicherterSSD Premium-Durchsatz: IOPS/MBit/s,Maximalernicht zwischengespeicherter Disk Ultra- und SSD Premium V2-Datenträgerdurchsatz: IOPS/MBit/s,Nicht zwischengespeicherter Storage Burst1Speed (MBps),Max. gebildetes Guthaben (Menge),Max. NVMe-Datenträger (Anzahl),ReadWrite-Geschwindigkeit (MBit/s) des temporären Datenträgers,Max. Remotespeicherdatenträger (Menge),NVMe-Datenträgergröße (TB),SSD Premium-Datenträger-IOPS ohne Zwischenspeicherung,Max. Anzahl Datenträger,Maximaler Durchsatz bei SSD Premium-Datenträgern ohne Cache: IOPS/MBit/s,Maximale Anzahl NICs,SSD Premium-Burst1Durchsatz ohne Zwischenspeicherung (MB/s),Max Temp Storage (Menge),Max. temporäre Speicherdatenträger (Menge),Nicht zwischengespeicherte Speicher-IOPS,Guthabenbildung/Stunde (Menge),Random Read (RR) des temporären Datenträgers1– IOPS,Maximaler SSD Premium-Durchsatz ohne Cache: IOPS/MBit/s,Temp ReadWrite Storage Speed (MBps),Maximaler Durchsatz des Datenträgers ohne Cache: IOPS/MBit/s,Temporärer Speicher (SSD): GiB,Maximale Bandbreite (Mbps),Nicht zwischengespeicherter Special2Storage-Geschwindigkeit (MBps),SSD Premium-Burst1-Durchsatz ohne Zwischenspeicherung (MB/s),Nicht zwischengespeicherte Datenträgergeschwindigkeit (MBit/s),Arbeitsspeicher (GB),Temp ReadWrite Storage IOPS
Standard_E8ds_v6,8,60000,,496,,,,,,,720,440,424,,,,,,,,,,,,,,40.000,1.463,4,,,16.667,,52.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,360,,,,,,,,,,,,,24,,12800,,,,,,1,,,150000,,,,,,,1250,,64,
Standard_E16ds_v6,16,120000,,992,,,,,,,1440,440,848,,,,,,,,,,,,,,40.000,1.463,8,,,33.333,,52.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,720,,,,,,,,,,,,,48,,25600,,,,,,2,,,300000,,,,,,,1250,,128,
Standard_E20ds_v6,20,150000,,1240,,,,,,,1800,550,1060,,,,,,,,,,,,,,64000,1872,8,,,41667,,83.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,900,,,,,,,,,,,,,48,,32000,,,,,,2,,,375.000,,,,,,,1600,,160,
Standard_E32ds_v6,32,240000,,1984,,,,,,,2880,440,16 %,,,,,,,,,,,,,,80.000,1984,8,,,66.667,,104.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000,,,1440,,,,,,,,,,,,,64,,51.200,,,,,,4,,,600000,,,,,,,16 %,,256,
Standard_E48ds_v6,48,360000,,2976,,,,,,,4320,440,2544,,,,,,,,,,,,,,80.000,2976,8,,,100.000,,104.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.000,,,2160,,,,,,,,,,,,,64,,76800,,,,,,6,,,900000,,,,,,,2544,,384,
Standard_E64ds_v6,64,480000,,3969,,,,,,,5760,880,3392,,,,,,,,,,,,,,102400,3969,8,,,133.333,,133.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.000,,,2880,,,,,,,,,,,,,64,,102400,,,,,,4,,,1200000,,,,,,,3392,,512,
Standard_E96ds_v6,96,720000,,5953,,,,,,,8640,880,5088,,,,,,,,,,,,,,153600,5953,8,,,200000,,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41000,,,4320,,,,,,,,,,,,,64,,153600,,,,,,6,,,1800000,,,,,,,5088,,768,
Standard_E128ds_v6,128,960000,,7935,,,,,,,11.520,1760,6.782,,,,,,,,,,,,,,204800,7935,8,,,266.667,,266.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54000,,,5760,,,,,,,,,,,,,64,,204800,,,,,,4,,,2400000,,,,,,,6.782,,1024,
Standard_E2ps_v6,,,,124,,,,,,,,,106,,2,,,,,,,,,,,,10000,1.463,2,,,4163,,11100,,,,,,,,,,,,,,,8,,,,,,,,,16,,,,,,,,,12500,,,,,,,,,,,,,,,,,,3750,,,,,,,,,,,,,,,,1250,,,
Standard_E4ps_v6,,,,248,,,,,,,,,212,,4,,,,,,,,,,,,20000,1.463,2,,,8333,,26040,,,,,,,,,,,,,,,12,,,,,,,,,32,,,,,,,,,12500,,,,,,,,,,,,,,,,,,6400,,,,,,,,,,,,,,,,1250,,,
Standard_E8ps_v6,,,,496,,,,,,,,,424,,8,,,,,,,,,,,,20000,1.463,4,,,16666,,26040,,,,,,,,,,,,,,,24,,,,,,,,,64,,,,,,,,,15000,,,,,,,,,,,,,,,,,,12800,,,,,,,,,,,,,,,,1250,,,
Standard_E16ps_v6,,,,992,,,,,,,,,848,,16,,,,,,,,,,,,40.000,1.463,8,,,33331,,52080,,,,,,,,,,,,,,,48,,,,,,,,,128,,,,,,,,,15000,,,,,,,,,,,,,,,,,,25600,,,,,,,,,,,,,,,,1250,,,
Standard_E32ps_v6,,,,1984,,,,,,,,,16 %,,32,,,,,,,,,,,,80.000,2340,8,,,66662,,104160,,,,,,,,,,,,,,,64,,,,,,,,,256,,,,,,,,,20000,,,,,,,,,,,,,,,,,,51.200,,,,,,,,,,,,,,,,2.000,,,
Standard_E48ps_v6,,,,2976,,,,,,,,,2544,,48,,,,,,,,,,,,80.000,3510,8,,,99994,,104160,,,,,,,,,,,,,,,64,,,,,,,,,384,,,,,,,,,30.000,,,,,,,,,,,,,,,,,,76800,,,,,,,,,,,,,,,,3000,,,
Standard_E64ps_v6,,,,3969,,,,,,,,,3392,,64,,,,,,,,,,,,102400,4680,8,,,133325,,133325,,,,,,,,,,,,,,,64,,,,,,,,,512,,,,,,,,,40.000,,,,,,,,,,,,,,,,,,102400,,,,,,,,,,,,,,,,3392,,,
Standard_E96ps_v6,,,,5850,,,,,,,,,5000,,96,,,,,,,,,,,,153600,5953,8,,,199987,,199987,,,,,,,,,,,,,,,64,,,,,,,,,672,,,,,,,,,60000,,,,,,,,,,,,,,,,,,153600,,,,,,,,,,,,,,,,5000,,,
Standard_E2pds_v6,,,,,,,12500,106,,,,,,,2,,,,,,,,,,,,,1.463,2,,,4163,,11100,1250,,,,,,,,,,124,,,,8,,37500,,,10000,,,,16,,,,15000,,,,,,,110,,,,,,180,,,,,,,90,,,3750,,,,,1,,,,,,,,,,,,,,
Standard_E4pds_v6,,,,,,,12500,212,,,,,,,4,,,,,,,,,,,,,1.463,2,,,8333,,26040,1250,,,,,,,,,,248,,,,12,,75.000,,,20000,,,,32,,,,30.000,,,,,,,220,,,,,,360,,,,,,,180,,,6400,,,,,1,,,,,,,,,,,,,,
Standard_E8pds_v6,,,,,,,15000,424,,,,,,,8,,,,,,,,,,,,,1.463,4,,,16666,,26040,1250,,,,,,,,,,496,,,,24,,150000,,,20000,,,,64,,,,60000,,,,,,,440,,,,,,720,,,,,,,360,,,12800,,,,,1,,,,,,,,,,,,,,
Standard_E16pds_v6,,,,,,,15000,848,,,,,,,16,,,,,,,,,,,,,1.463,8,,,33331,,52080,1250,,,,,,,,,,992,,,,48,,300000,,,40.000,,,,128,,,,120000,,,,,,,440,,,,,,1440,,,,,,,720,,,25600,,,,,2,,,,,,,,,,,,,,
Standard_E32pds_v6,,,,,,,20000,16 %,,,,,,,32,,,,,,,,,,,,,2340,8,,,66662,,104160,2.000,,,,,,,,,,1984,,,,64,,600000,,,80.000,,,,256,,,,240000,,,,,,,440,,,,,,2880,,,,,,,1440,,,51.200,,,,,4,,,,,,,,,,,,,,
Standard_E48pds_v6,,,,,,,30.000,2544,,,,,,,48,,,,,,,,,,,,,3510,8,,,99994,,104160,3000,,,,,,,,,,2976,,,,64,,900000,,,80.000,,,,384,,,,360000,,,,,,,440,,,,,,4320,,,,,,,2160,,,76800,,,,,6,,,,,,,,,,,,,,
Standard_E64pds_v6,,,,,,,40.000,3392,,,,,,,64,,,,,,,,,,,,,4680,8,,,133325,,133325,3392,,,,,,,,,,3969,,,,64,,1200000,,,102400,,,,512,,,,480000,,,,,,,880,,,,,,5760,,,,,,,2880,,,102400,,,,,4,,,,,,,,,,,,,,
Standard_E96pds_v6,,,,,,,60000,5000,,,,,,,96,,,,,,,,,,,,,5953,8,,,199987,,199987,5000,,,,,,,,,,5850,,,,64,,1800000,,,153600,,,,672,,,,720000,,,,,,,880,,,,,,8640,,,,,,,4320,,,153600,,,,,6,,,,,,,,,,,,,,
Standard_E2as_v6,2,,,,,,,90,,,,,,,,,,,,,,,,,,,,1250,2,,,4000,,20000,1250,,,,,,,,,,90,,,,,,,,,20000,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,4,,4000,,,,,,,,,,,,,,,,,,16,
Standard_E4as_v6,4,,,,,,,180,,,,,,,,,,,,,,,,,,,,1250,2,,,7600,,20000,1250,,,,,,,,,,180,,,,,,,,,20000,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,8,,7600,,,,,,,,,,,,,,,,,,32,
Standard_E8as_v6,8,,,,,,,360,,,,,,,,,,,,,,,,,,,,1250,4,,,15200,,20000,1250,,,,,,,,,,360,,,,,,,,,20000,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,16,,15200,,,,,,,,,,,,,,,,,,64,
Standard_E16as_v6,16,,,,,,,720,,,,,,,,,,,,,,,,,,,,1250,8,,,30400,,40.000,1250,,,,,,,,,,720,,,,,,,,,40.000,,,,,,,,,,,,,16000,,,,,,,,,,,,,,,,32,,30400,,,,,,,,,,,,,,,,,,128,
Standard_E20as_v6,20,,,,,,,900,,,,,,,,,,,,,,,,,,,,1600,8,,,38.000,,64000,1600,,,,,,,,,,900,,,,,,,,,64000,,,,,,,,,,,,,16000,,,,,,,,,,,,,,,,32,,38.000,,,,,,,,,,,,,,,,,,160,
Standard_E32as_v6,32,,,,,,,1440,,,,,,,,,,,,,,,,,,,,1.700,8,,,57.600,,80.000,1.700,,,,,,,,,,1440,,,,,,,,,80.000,,,,,,,,,,,,,20000,,,,,,,,,,,,,,,,32,,57.600,,,,,,,,,,,,,,,,,,256,
Standard_E48as_v6,48,,,,,,,2160,,,,,,,,,,,,,,,,,,,,2550,8,,,86400,,90000,2550,,,,,,,,,,2160,,,,,,,,,90000,,,,,,,,,,,,,28000,,,,,,,,,,,,,,,,32,,86400,,,,,,,,,,,,,,,,,,384,
Standard_E64as_v6,64,,,,,,,2880,,,,,,,,,,,,,,,,,,,,3400,8,,,115.200,,120000,3400,,,,,,,,,,2880,,,,,,,,,120000,,,,,,,,,,,,,36000,,,,,,,,,,,,,,,,32,,115.200,,,,,,,,,,,,,,,,,,512,
Standard_E96as_v6,96,,,,,,,4320,,,,,,,,,,,,,,,,,,,,5090,8,,,175.000,,175.000,5090,,,,,,,,,,4320,,,,,,,,,175.000,,,,,,,,,,,,,40.000,,,,,,,,,,,,,,,,32,,175.000,,,,,,,,,,,,,,,,,,672,
Standard_E2s_v5,2,,,,,,12500,85,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3750,,,,,,,,,,,,,,,,1200,,16,
Standard_E4s_v5,4,,,,,,12500,145,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,6400,,,,,,,,,,,,,,,,1200,,32,
Standard_E8s_v5,8,,,,,,12500,290,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,12800,,,,,,,,,,,,,,,,1200,,64,
Standard_E16s_v5,16,,,,,,12500,600,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,40.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,25600,,,,,,,,,,,,,,,,1200,,128,
Standard_E20s_v5,20,,,,,,12500,750,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,64000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,32000,,,,,,,,,,,,,,,,1600,,160,
Standard_E32s_v5,32,,,,,,16000,865,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,80.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,51.200,,,,,,,,,,,,,,,,2.000,,256,
Standard_E48s_v5,48,,,,,,24.000,1315,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,80.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,76800,,,,,,,,,,,,,,,,3000,,384,
Standard_E64s_v5,64,,,,,,30.000,1735,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,80.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,80.000,,,,,,,,,,,,,,,,3000,,512,
Standard_E96s_v53,96,,,,,,,2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,80.000,,,,,,,,,,,,,,,,4000,,672,
Standard_E104is_v5,104,,,,,,100.000,4000,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,120000,,,,,,,,,,,,,,,,4000,,672,
Standard_E96s_v5,,,,,,,35000,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E2ads_v6,2,,,,,,12500,90,,,,110,,,,,,,180,,,,,,,,,1250,2,,,4000,,20000,1250,,,,,,,,,,90,,,,,,,,,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,4000,,,,,,1,,,37500,,,,,,,,,16,
Standard_E4ads_v6,4,,,,,,12500,180,,,,220,,,,,,,360,,,,,,,,,1250,2,,,7600,,20000,1250,,,,,,,,,,180,,,,,,,,,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,7600,,,,,,1,,,75.000,,,,,,,,,32,
Standard_E8ads_v6,8,,,,,,12500,360,,,,440,,,,,,,720,,,,,,,,,1250,4,,,15200,,20000,1250,,,,,,,,,,360,,,,,,,,,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,15200,,,,,,1,,,150000,,,,,,,,,64,
Standard_E16ads_v6,16,,,,,,16000,720,,,,440,,,,,,,1440,,,,,,,,,1250,8,,,30400,,40.000,1250,,,,,,,,,,720,,,,,,,,,40.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,30400,,,,,,2,,,300000,,,,,,,,,128,
Standard_E20ads_v6,20,,,,,,16000,900,,,,550,,,,,,,1800,,,,,,,,,1600,8,,,38.000,,64000,1600,,,,,,,,,,900,,,,,,,,,64000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,38.000,,,,,,2,,,375.000,,,,,,,,,160,
Standard_E32ads_v6,32,,,,,,20000,1440,,,,440,,,,,,,2880,,,,,,,,,1.700,8,,,57.600,,80.000,1.700,,,,,,,,,,1440,,,,,,,,,80.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,57.600,,,,,,4,,,600000,,,,,,,,,256,
Standard_E48ads_v6,48,,,,,,28000,2160,,,,440,,,,,,,4320,,,,,,,,,2550,8,,,86400,,90000,2550,,,,,,,,,,2160,,,,,,,,,90000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,86400,,,,,,6,,,900000,,,,,,,,,384,
Standard_E64ads_v6,64,,,,,,36000,2880,,,,880,,,,,,,5760,,,,,,,,,3400,8,,,115.200,,120000,3400,,,,,,,,,,2880,,,,,,,,,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,115.200,,,,,,4,,,1200000,,,,,,,,,512,
Standard_E96ads_v6,96,,,,,,40.000,4320,,,,880,,,,,,,8640,,,,,,,,,5090,8,,,175.000,,175.000,5090,,,,,,,,,,4320,,,,,,,,,175.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,175.000,,,,,,6,,,1800000,,,,,,,,,672,
Standard_E2_v5,2,,,,,,,,,,,,85,,,,,,,,,,,,,,10000,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,4,,3750,,,,,,,,,,,,,,,,1200,,16,
Standard_E4_v5,4,,,,,,,,,,,,145,,,,,,,,,,,,,,20000,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,8,,6400,,,,,,,,,,,,,,,,1200,,32,
Standard_E8_v5,8,,,,,,,,,,,,290,,,,,,,,,,,,,,20000,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,16,,12800,,,,,,,,,,,,,,,,1200,,64,
Standard E16_v5,16,,,,,,,,,,,,600,,,,,,,,,,,,,,40.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,32,,25600,,,,,,,,,,,,,,,,1200,,128,
Standard_E20_v5,20,,,,,,,,,,,,750,,,,,,,,,,,,,,64000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,32,,32000,,,,,,,,,,,,,,,,1600,,160,
Standard_E32_v5,32,,,,,,,,,,,,865,,,,,,,,,,,,,,80.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000,,,,,,,,,,,,,,,,32,,51.200,,,,,,,,,,,,,,,,2.000,,256,
Standard_E48_v5,48,,,,,,,,,,,,1315,,,,,,,,,,,,,,80.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.000,,,,,,,,,,,,,,,,32,,76800,,,,,,,,,,,,,,,,3000,,384,
Standard_E64_v5,64,,,,,,,,,,,,1735,,,,,,,,,,,,,,80.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.000,,,,,,,,,,,,,,,,32,,80.000,,,,,,,,,,,,,,,,3000,,512,
Standard_E96_v5,96,,,,,,,,,,,,2600,,,,,,,,,,,,,,80.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.000,,,,,,,,,,,,,,,,32,,80.000,,,,,,,,,,,,,,,,4000,,672,
Standard_E104i_v5,104,,,,,,,,,,,,4000,,,,,,,,,,,,,,120000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.000,,,,,,,,,,,,,,,,64,,120000,,,,,,,,,,,,,,,,4000,,672,
Standard_E2d_v5,2,,,,,,12500,,,,125,75,85,,,,,,,,,,,,,,10000,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3750,,,,,,1,,,9000,,,,,,,1200,,16,
Standard_E4d_v5,4,,,,,,12500,,,,250,150,145,,,,,,,,,,,,,,20000,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,6400,,,,,,1,,,19000,,,,,,,1200,,32,
Standard_E8d_v5,8,,,,,,12500,,,,500,300,290,,,,,,,,,,,,,,20000,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,12800,,,,,,1,,,38.000,,,,,,,1200,,64,
Standard_E16d_v5,16,,,,,,12500,,,,1.000,600,600,,,,,,,,,,,,,,40.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,25600,,,,,,1,,,75.000,,,,,,,1200,,128,
Standard_E20d_v5,20,,,,,,12500,,,,1250,750,750,,,,,,,,,,,,,,64000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,32000,,,,,,1,,,94.000,,,,,,,1600,,160,
Standard_E32d_v5,32,,,,,,16000,,,,2.000,1200,865,,,,,,,,,,,,,,80.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,51.200,,,,,,1,,,150000,,,,,,,2.000,,256,
Standard_E48d_v5,48,,,,,,24.000,,,,3000,1800,1315,,,,,,,,,,,,,,80.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,76800,,,,,,1,,,225.000,,,,,,,3000,,384,
Standard_E64d_v5,64,,,,,,30.000,,,,4000,2400,1735,,,,,,,,,,,,,,80.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,80.000,,,,,,1,,,300000,,,,,,,3000,,512,
Standard_E96d_v5,96,,,,,,35000,,,,4000,3600,2600,,,,,,,,,,,,,,80.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,80.000,,,,,,1,,,450.000,,,,,,,4000,,672,
Standard_E104id_v52,104,,,,,,100.000,,,,4000,3800,4000,,,,,,,,,,,,,,120000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,120000,,,,,,1,,,450.000,,,,,,,4000,,672,
Standard_E2ds_v5,2,,,,,,,,,,125,75,85,,,,,,,,,,,,,,10000,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,4,,3750,,,,,,1,,,9000,,,,,,,1200,,16,
Standard_E4ds_v5,4,,,,,,,,,,250,150,145,,,,,,,,,,,,,,20000,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,8,,6400,,,,,,1,,,19000,,,,,,,1200,,32,
Standard_E8ds_v5,8,,,,,,,,,,500,300,290,,,,,,,,,,,,,,20000,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,16,,12800,,,,,,1,,,38.000,,,,,,,1200,,64,
Standard_E16ds_v5,16,,,,,,,,,,1.000,600,600,,,,,,,,,,,,,,40.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,32,,25600,,,,,,1,,,75.000,,,,,,,1200,,128,
Standard_E20ds_v5,20,,,,,,,,,,1250,750,750,,,,,,,,,,,,,,64000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,32,,32000,,,,,,1,,,94.000,,,,,,,1600,,160,
Standard_E32ds_v5,32,,,,,,,,,,2.000,1200,865,,,,,,,,,,,,,,80.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000,,,,,,,,,,,,,,,,32,,51.200,,,,,,1,,,150000,,,,,,,2.000,,256,
Standard_E48ds_v5,48,,,,,,,,,,3000,1800,1315,,,,,,,,,,,,,,80.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.000,,,,,,,,,,,,,,,,32,,76800,,,,,,1,,,225.000,,,,,,,3000,,384,
Standard_E64ds_v5,64,,,,,,,,,,4000,2400,1735,,,,,,,,,,,,,,80.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.000,,,,,,,,,,,,,,,,32,,80.000,,,,,,1,,,375.000,,,,,,,3000,,512,
